tempMin,tempMax,cloudCover,humidity,windSpeed,visibility
9.03,14.55,0.62,0.89,5.9,6.43
7.86,16.33,0.48,0.87,5.6,5.82
8.28,16.28,0.53,0.82,5.91,5.88
5.47,15.7,0.49,0.87,7.14,6.03
3.99,12.52,0.52,0.69,9.82,6.3
-0.12,13.58,0.26,0.77,4.46,6.22
0.18,11.76,0.38,0.82,7.9,6.13
7.98,13.06,0.88,0.87,12.14,5.04
8.7,12.66,0.7,0.89,9.02,5.81
9.46,12.52,0.88,0.92,9.77,5.68
10.03,16.28,0.7,0.84,12.6,7.34
9.97,13.23,0.69,0.85,18.62,6.68
8.96,11.77,0.63,0.85,16.21,6.37
9.82,13.27,0.76,0.87,14.29,5.96
9.19,14.27,0.63,0.79,17.98,7.51
7.05,13.58,0.58,0.85,10.6,6.5
3.43,10.82,0.64,0.95,4.05,4.34
5.28,12.86,0.51,0.9,4.81,5.58
7.42,14.22,0.81,0.86,4.76,5.24
5.74,13.7,0.58,0.84,7.43,5.83
2.02,14.15,0.56,0.87,7.86,6.91
7.5,12.33,0.73,0.89,5.04,6.45
7.71,13.6,0.65,0.78,5.21,6.35
2.39,12.27,0.32,0.73,5.0,6.21
-2.42,9.61,0.6,0.88,4.09,5.36
8.55,11.66,0.84,0.82,15.1,6.22
10.76,14.72,0.76,0.78,13.01,6.01
4.07,12.71,0.71,0.83,9.89,6.4
-0.06,7.65,0.31,0.82,6.79,6.22
1.83,10.41,0.4,0.78,9.6,6.32
1.06,10.89,0.34,0.78,11.03,6.23
-2.78,9.86,0.24,0.84,2.61,6.51
-3.24,10.75,0.59,0.87,3.32,6.22
-1.57,10.55,0.53,0.85,5.2,4.62
-3.64,10.87,0.33,0.83,5.23,6.09
5.63,10.5,0.97,0.96,7.48,2.0
6.32,12.15,0.76,0.95,3.76,6.21
4.39,11.8,0.73,0.88,7.97,6.07
8.12,10.62,0.7,0.87,13.51,5.42
4.17,10.33,0.74,0.77,6.5,6.48
1.9,7.85,0.61,0.88,5.05,5.74
4.27,8.18,0.68,0.84,12.76,5.81
-2.02,7.81,0.21,0.77,3.14,6.22
-1.94,5.29,0.34,0.83,7.07,6.16
-3.96,5.72,0.32,0.82,4.85,6.1
3.05,7.38,0.78,0.87,11.88,5.98
-2.54,10.76,0.43,0.85,6.42,5.93
-3.52,5.94,0.62,0.92,4.95,5.51
-2.85,6.49,0.26,0.76,4.55,5.55
-1.33,8.69,0.4,0.76,4.64,6.34
-1.79,4.63,0.27,0.93,1.7,6.01
-3.99,6.45,0.3,0.94,0.92,5.6
-7.17,4.73,0.35,0.93,0.86,3.7
-8.04,3.67,0.69,0.89,5.03,4.58
2.95,7.4,0.68,0.86,9.32,6.15
2.83,7.78,0.53,0.74,12.6,7.35
3.65,8.91,0.75,0.88,8.28,10.0
5.09,9.38,0.98,0.9,9.25,9.64
7.62,10.02,0.99,0.88,5.47,9.39
8.41,10.45,0.91,0.87,7.83,9.82
8.55,10.57,0.96,0.85,6.8,10.0
5.79,9.4,0.87,0.85,6.82,9.03
2.3,6.67,0.4,0.79,5.15,10.0
1.08,6.14,0.18,0.76,4.85,9.11
0.42,5.69,0.55,0.72,4.79,10.0
